event_name,ebase_id,event_type
"Commodity Prices y/y",245,"Inflation"
"Overseas Trade Index q/q",158,"Inflation"
"CPI m/m",100,"Inflation"
"GDT Price Index",602,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"PPI m/m",89,"Inflation"
"Labor Productivity q/q",157,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"Final GDP Price Index y/y",44,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"German Final CPI m/m",170,"Inflation"
"Revised Nonfarm Productivity q/q",156,"Inflation"
"Revised Unit Labor Costs q/q",178,"Inflation"
"PPI y/y",148,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"German WPI m/m",291,"Inflation"
"French Final CPI m/m",171,"Inflation"
"Capacity Utilization Rate",146,"Inflation"
"Import Prices m/m",256,"Inflation"
"FPI m/m",101,"Inflation"
"PPI m/m",96,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"PPI Input m/m",92,"Inflation"
"PPI Output m/m",93,"Inflation"
"RPI y/y",84,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"Final GDP Price Index q/q",46,"Inflation"
"National Core CPI y/y",174,"Inflation"
"German PPI m/m",88,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"German Import Prices m/m",257,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"SPPI y/y",176,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"CPI m/m",100,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"GDT Price Index",602,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"CPI y/y",888,"Inflation"
"PPI m/m",89,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"German WPI m/m",291,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"PPI Input m/m",92,"Inflation"
"PPI Output m/m",93,"Inflation"
"RPI y/y",84,"Inflation"
"French Final CPI m/m",171,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"FPI m/m",101,"Inflation"
"PPI y/y",148,"Inflation"
"German Final CPI m/m",170,"Inflation"
"Import Prices m/m",256,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"German PPI m/m",88,"Inflation"
"PPI m/m",96,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI q/q",173,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"National Core CPI y/y",174,"Inflation"
"SPPI y/y",176,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"CPI q/q",98,"Inflation"
"CPI y/y",888,"Inflation"
"Trimmed Mean CPI q/q",99,"Inflation"
"Import Prices q/q",258,"Inflation"
"German Import Prices m/m",257,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Advance GDP Price Index q/q",3,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"PPI q/q",97,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"Employment Cost Index q/q",179,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"GDT Price Index",602,"Inflation"
"Labor Cost Index q/q",183,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"PPI m/m",89,"Inflation"
"Prelim Nonfarm Productivity q/q",155,"Inflation"
"Prelim Unit Labor Costs q/q",177,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"PPI y/y",148,"Inflation"
"German Final CPI m/m",170,"Inflation"
"CPI m/m",100,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"FPI m/m",101,"Inflation"
"German WPI m/m",291,"Inflation"
"PPI m/m",96,"Inflation"
"Import Prices m/m",256,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"Prelim GDP Price Index y/y",43,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"French Final CPI m/m",171,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"GDT Price Index",602,"Inflation"
"PPI Input q/q",94,"Inflation"
"PPI Output q/q",95,"Inflation"
"Wage Price Index q/q",182,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"PPI Input m/m",92,"Inflation"
"PPI Output m/m",93,"Inflation"
"RPI y/y",84,"Inflation"
"German PPI m/m",88,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"National Core CPI y/y",174,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"SPPI y/y",176,"Inflation"
"CPI y/y",888,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Prelim GDP Price Index q/q",45,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"German Import Prices m/m",257,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"Overseas Trade Index q/q",158,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"GDT Price Index",602,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"CPI m/m",100,"Inflation"
"PPI m/m",89,"Inflation"
"Labor Productivity q/q",157,"Inflation"
"Revised Nonfarm Productivity q/q",156,"Inflation"
"Revised Unit Labor Costs q/q",178,"Inflation"
"Capacity Utilization Rate",146,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"Final GDP Price Index y/y",44,"Inflation"
"PPI y/y",148,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"PPI m/m",96,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"FPI m/m",101,"Inflation"
"German Final CPI m/m",170,"Inflation"
"German WPI m/m",291,"Inflation"
"French Final CPI m/m",171,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Import Prices m/m",256,"Inflation"
"Core CPI m/m",81,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"GDT Price Index",602,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"German PPI m/m",88,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"National Core CPI y/y",174,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"SPPI y/y",176,"Inflation"
"CPI y/y",888,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"RPI y/y",84,"Inflation"
"Final GDP Price Index q/q",46,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"German Import Prices m/m",257,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"GDT Price Index",602,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"CPI m/m",100,"Inflation"
"PPI m/m",89,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"PPI y/y",148,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"German Final CPI m/m",170,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"PPI m/m",96,"Inflation"
"FPI m/m",101,"Inflation"
"German WPI m/m",291,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"French Final CPI m/m",171,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Import Prices m/m",256,"Inflation"
"Core CPI m/m",81,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"RPI y/y",84,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"CPI q/q",173,"Inflation"
"German PPI m/m",88,"Inflation"
"National Core CPI y/y",174,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"SPPI y/y",176,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"CPI q/q",98,"Inflation"
"CPI y/y",888,"Inflation"
"Trimmed Mean CPI q/q",99,"Inflation"
"German Import Prices m/m",257,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"Employment Cost Index q/q",179,"Inflation"
"Advance GDP Price Index q/q",3,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"Import Prices q/q",258,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"PPI q/q",97,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"CPI m/m",100,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"PPI m/m",89,"Inflation"
"GDT Price Index",602,"Inflation"
"Labor Cost Index q/q",183,"Inflation"
"Prelim Nonfarm Productivity q/q",155,"Inflation"
"Prelim Unit Labor Costs q/q",177,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"PPI y/y",148,"Inflation"
"Wage Price Index q/q",182,"Inflation"
"German Final CPI m/m",170,"Inflation"
"FPI m/m",101,"Inflation"
"German WPI m/m",291,"Inflation"
"PPI m/m",96,"Inflation"
"French Final CPI m/m",171,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"Prelim GDP Price Index y/y",43,"Inflation"
"Import Prices m/m",256,"Inflation"
"PPI Input q/q",94,"Inflation"
"PPI Output q/q",95,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"German PPI m/m",88,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"RPI y/y",84,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"National Core CPI y/y",174,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"SPPI y/y",176,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"CPI y/y",888,"Inflation"
"German Import Prices m/m",257,"Inflation"
"Prelim GDP Price Index q/q",45,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"Overseas Trade Index q/q",158,"Inflation"
"CPI m/m",100,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"GDT Price Index",602,"Inflation"
"Labor Productivity q/q",157,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"PPI m/m",89,"Inflation"
"Revised Nonfarm Productivity q/q",156,"Inflation"
"Revised Unit Labor Costs q/q",178,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"Final GDP Price Index y/y",44,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"PPI y/y",148,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"German Final CPI m/m",170,"Inflation"
"German WPI m/m",291,"Inflation"
"French Final CPI m/m",171,"Inflation"
"Capacity Utilization Rate",146,"Inflation"
"PPI m/m",96,"Inflation"
"FPI m/m",101,"Inflation"
"Import Prices m/m",256,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"RPI y/y",84,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"National Core CPI y/y",174,"Inflation"
"German PPI m/m",88,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"SPPI y/y",176,"Inflation"
"CPI y/y",888,"Inflation"
"Final GDP Price Index q/q",46,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"MI Inflation Gauge m/m",294,"Inflation"
"German Import Prices m/m",257,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"Commodity Prices y/y",245,"Inflation"
"Core CPI Flash Estimate y/y",593,"Inflation"
"CPI Flash Estimate y/y",168,"Inflation"
"GDT Price Index",602,"Inflation"
"ANZ Commodity Prices m/m",190,"Inflation"
"CPI m/m",100,"Inflation"
"Average Hourly Earnings m/m",159,"Inflation"
"PPI m/m",89,"Inflation"
"Average Cash Earnings y/y",181,"Inflation"
"CPI y/y",454,"Inflation"
"PPI y/y",455,"Inflation"
"PPI y/y",148,"Inflation"
"German Final CPI m/m",170,"Inflation"
"German WPI m/m",291,"Inflation"
"French Final CPI m/m",171,"Inflation"
"PPI m/m",96,"Inflation"
"CPI m/m",80,"Inflation"
"Median CPI y/y",659,"Inflation"
"Trimmed CPI y/y",657,"Inflation"
"Common CPI y/y",664,"Inflation"
"Core CPI m/m",81,"Inflation"
"Core CPI m/m",79,"Inflation"
"CPI m/m",78,"Inflation"
"CPI y/y",884,"Inflation"
"GDT Price Index",602,"Inflation"
"CPI y/y",82,"Inflation"
"Core CPI y/y",83,"Inflation"
"RPI y/y",84,"Inflation"
"Core PPI m/m",87,"Inflation"
"PPI m/m",86,"Inflation"
"Capacity Utilization Rate",192,"Inflation"
"FPI m/m",101,"Inflation"
"Average Earnings Index 3m/y",180,"Inflation"
"Final Core CPI y/y",167,"Inflation"
"Final CPI y/y",166,"Inflation"
"Import Prices m/m",256,"Inflation"
"National Core CPI y/y",174,"Inflation"
"German PPI m/m",88,"Inflation"
"CPI q/q",173,"Inflation"
"IPPI m/m",90,"Inflation"
"RMPI m/m",91,"Inflation"
"BOJ Core CPI y/y",631,"Inflation"
"Tokyo Core CPI y/y",175,"Inflation"
"SPPI y/y",176,"Inflation"
"BRC Shop Price Index y/y",116,"Inflation"
"CPI q/q",98,"Inflation"
"CPI y/y",888,"Inflation"
"Trimmed Mean CPI q/q",99,"Inflation"
"Spanish Flash CPI y/y",592,"Inflation"
"Advance GDP Price Index q/q",3,"Inflation"
"Import Prices q/q",258,"Inflation"
"German Import Prices m/m",257,"Inflation"
"German Prelim CPI m/m",169,"Inflation"
"French Prelim CPI m/m",556,"Inflation"
"Italian Prelim CPI m/m",172,"Inflation"
"Core PCE Price Index m/m",85,"Inflation"
"Employment Cost Index q/q",179,"Inflation"
"PPI q/q",97,"Inflation"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Rate",62,"Employment"
"French Prelim Private Payrolls q/q",70,"Employment"
"Employment Change q/q",74,"Employment"
"Unemployment Rate",65,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Flash Employment Change q/q",808,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Rate",771,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"French Final Private Payrolls q/q",71,"Employment"
"German Unemployment Change",60,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Spanish Unemployment Change",561,"Employment"
"JOLTS Job Openings",578,"Employment"
"Unemployment Rate",62,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Claims",11,"Employment"
"Final Employment Change q/q",69,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Italian Quarterly Unemployment Rate",61,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"German Unemployment Change",60,"Employment"
"Unemployment Rate",63,"Employment"
"JOLTS Job Openings",578,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",62,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Rate",559,"Employment"
"Unemployment Rate",63,"Employment"
"JOLTS Job Openings",578,"Employment"
"German Unemployment Change",60,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Rate",62,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Employment Change q/q",74,"Employment"
"Unemployment Rate",65,"Employment"
"French Prelim Private Payrolls q/q",70,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Flash Employment Change q/q",808,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"French Final Private Payrolls q/q",71,"Employment"
"German Unemployment Change",60,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Spanish Unemployment Change",561,"Employment"
"JOLTS Job Openings",578,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Rate",62,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Final Employment Change q/q",69,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Italian Quarterly Unemployment Rate",61,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Change",561,"Employment"
"German Unemployment Change",60,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"JOLTS Job Openings",578,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Claims",11,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Rate",62,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Rate",559,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"German Unemployment Change",60,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Spanish Unemployment Change",561,"Employment"
"JOLTS Job Openings",578,"Employment"
"Employment Change q/q",74,"Employment"
"Unemployment Rate",65,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Rate",62,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"French Prelim Private Payrolls q/q",70,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"Unemployment Claims",11,"Employment"
"Flash Employment Change q/q",808,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"French Final Private Payrolls q/q",71,"Employment"
"German Unemployment Change",60,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Rate",63,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Rate",62,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Final Employment Change q/q",69,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"JOLTS Job Openings",578,"Employment"
"Italian Quarterly Unemployment Rate",61,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"German Unemployment Change",60,"Employment"
"Unemployment Rate",63,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"JOLTS Job Openings",578,"Employment"
"Spanish Unemployment Change",561,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",62,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Claims",11,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Unemployment Rate",771,"Employment"
